expression,num_instances,feasible_rate,avg_objective,avg_cost,avg_distance,avg_late_penalty,avg_spoil_penalty,avg_late_customers,avg_spoil_customers,avg_num_routes,avg_runtime_sec,complexity,behavior_signature,is_novel,mo_score,round_idx
2 * est_spoil + travel_to_c + 2 * est_lateness,29,1.0,445276.97931034485,445276.97931034485,1434.2413793103449,30884.496551724136,412958.24137931044,3.1724137931034484,16.517241379310345,8.275862068965518,0.03386888832881533,26,"(445276.98, 8.28, 1.0, 30884.5, 412958.24, 5)",True,0.6121127373849002,1
2 * est_spoil + travel_to_c + est_lateness - instance['demands'][c],29,1.0,445897.33793103445,445897.33793103445,1471.448275862069,36261.46206896552,408164.4275862068,5.9655172413793105,18.551724137931036,8.241379310344827,0.04185568053146888,39,"(445897.34, 8.24, 1.0, 36261.46, 408164.43, 7)",True,0.6317417054322744,1
10 * est_spoil + travel_to_c,29,1.0,452717.06206896546,452717.06206896546,1413.9655172413793,38664.96551724137,412638.13103448274,4.0344827586206895,16.862068965517242,8.241379310344827,0.02883543639347471,15,"(452717.06, 8.24, 1.0, 38664.97, 412638.13, 3)",True,0.6062770160702569,1
5 * est_lateness + (est_spoil + travel_to_c) - 2 * instance['demands'][c],29,1.0,453973.57931034476,453973.57931034476,1538.0,37506.73103448277,414928.84827586205,5.586206896551724,21.724137931034484,8.241379310344827,0.04864145147389379,44,"(453973.58, 8.24, 1.0, 37506.73, 414928.85, 8)",True,0.6695976934084771,1
2 * est_spoil + travel_to_c + 2 * est_lateness - 2 * instance['demands'][c],29,1.0,466838.4137931034,466838.4137931034,1578.7931034482758,40101.62758620689,425157.99310344824,6.793103448275862,21.310344827586206,8.206896551724139,0.04584183364078916,49,"(466838.41, 8.21, 1.0, 40101.63, 425157.99, 9)",True,0.6981262704334956,1
travel_to_c - 0.5 * instance['demands'][c],29,1.0,470107.2482758622,470107.2482758622,1315.6206896551723,44206.48275862069,424585.14482758637,4.413793103448276,20.82758620689655,8.172413793103448,0.038213762743719695,27,"(470107.25, 8.17, 1.0, 44206.48, 424585.14, 5)",True,0.5915154428196757,1
2 * est_spoil + travel_to_c - 0.5 * instance['demands'][c],29,1.0,470596.3931034483,470596.3931034483,1447.7586206896551,51028.55172413795,418120.0827586208,6.068965517241379,17.482758620689655,8.275862068965518,0.041610512240179656,38,"(470596.39, 8.28, 1.0, 51028.55, 418120.08, 7)",True,0.6741244414362623,1
travel_to_c - instance['demands'][c],29,1.0,503178.19310344825,503178.19310344825,1371.0,52217.93103448277,449589.26206896553,5.241379310344827,21.379310344827587,8.172413793103448,0.035525741248295224,22,"(503178.19, 8.17, 1.0, 52217.93, 449589.26, 4)",True,0.6560723443152925,1
0.5 * instance['demands'][c] + travel_to_c,29,1.0,543267.2896551725,543267.2896551725,1392.9655172413793,57376.248275862075,484498.07586206903,4.551724137931035,22.103448275862068,8.344827586206897,0.03852803953762712,27,"(543267.29, 8.34, 1.0, 57376.25, 484498.08, 5)",True,0.7594487835953743,1
2 * est_lateness + (est_spoil + travel_to_c) + instance['demands'][c],29,1.0,606020.4275862068,606020.4275862068,1539.2068965517242,55483.696551724126,548997.5241379311,4.413793103448276,22.724137931034484,8.413793103448276,0.048864997666457605,39,"(606020.43, 8.41, 1.0, 55483.7, 548997.52, 7)",True,0.9108617765248548,1
2 * instance['demands'][c] + travel_to_c,29,1.0,637428.2896551724,637428.2896551724,1503.6896551724137,80422.8965517241,555501.7034482758,8.724137931034482,28.482758620689655,8.448275862068966,0.040443880804653824,27,"(637428.29, 8.45, 1.0, 80422.9, 555501.7, 5)",True,0.9590194514920863,1
travel_to_c,29,1.0,355783.5034482759,355783.5034482759,1293.3793103448277,15691.337931034484,338798.7862068966,3.206896551724138,19.0,8.241379310344827,0.022223209512644802,4,"(355783.5, 8.24, 1.0, 15691.34, 338798.79, 0)",False,0.4149999999999999,2
10 * est_lateness + travel_to_c - 0.5 * instance['demands'][c],29,1.0,384106.2827586208,384106.2827586208,1326.0,25316.358620689654,357463.9241379312,3.9310344827586206,21.06896551724138,8.172413793103448,0.044210450402621566,38,"(384106.28, 8.17, 1.0, 25316.36, 357463.92, 7)",True,0.4732578651090684,2
5 * est_lateness + travel_to_c - instance['demands'][c],29,1.0,390556.8275862071,390556.8275862071,1367.5862068965516,28279.255172413796,360909.9862068967,4.758620689655173,22.344827586206897,8.172413793103448,0.04032749143140069,33,"(390556.83, 8.17, 1.0, 28279.26, 360909.99, 6)",True,0.4942781183589049,2
20 * est_spoil + travel_to_c - instance['demands'][c],29,1.0,401481.39310344827,401481.39310344827,1474.3103448275863,32444.662068965525,367562.42068965524,7.482758620689655,18.379310344827587,8.275862068965518,0.0395753054783262,33,"(401481.39, 8.28, 1.0, 32444.66, 367562.42, 6)",False,0.5702590131688904,2
10 * est_lateness + (est_spoil + travel_to_c) - 2 * instance['demands'][c],29,1.0,408773.2482758619,408773.2482758619,1524.9310344827586,29400.937931034478,377847.3793103447,5.379310344827586,21.689655172413794,8.206896551724139,0.04904764274071003,44,"(408773.25, 8.21, 1.0, 29400.94, 377847.38, 8)",True,0.5860621304279826,2
20 * est_spoil + travel_to_c + 2 * est_lateness - 0.5 * instance['demands'][c],29,1.0,415988.92413793097,415988.92413793097,1489.2413793103449,35207.66896551724,379292.0137931034,4.827586206896552,17.17241379310345,8.310344827586206,0.0471156383382863,49,"(415988.92, 8.31, 1.0, 35207.67, 379292.01, 9)",False,0.6118922324210057,2
10 * est_lateness + (est_spoil + travel_to_c) - 0.5 * instance['demands'][c],29,1.0,418670.28965517256,418670.28965517256,1466.344827586207,28922.372413793088,388281.5724137932,3.8620689655172415,17.482758620689655,8.206896551724139,0.04918566243401889,44,"(418670.29, 8.21, 1.0, 28922.37, 388281.57, 8)",True,0.5755570493154993,2
10 * est_spoil + travel_to_c - 2 * instance['demands'][c],29,1.0,430693.60000000003,430693.60000000003,1535.0344827586207,39599.034482758616,389559.53103448276,9.172413793103448,21.82758620689655,8.241379310344827,0.04158319275954674,38,"(430693.6, 8.24, 1.0, 39599.03, 389559.53, 7)",False,0.6256138469859563,2
0.5 * est_spoil + travel_to_c + 0.5 * est_lateness,29,1.0,441673.56551724137,441673.56551724137,1383.2413793103449,28414.86896551725,411875.4551724138,3.1724137931034484,16.620689655172413,8.241379310344827,0.03505533317039753,26,"(441673.57, 8.24, 1.0, 28414.87, 411875.46, 5)",True,0.5660795323730788,2
5 * est_spoil + travel_to_c,29,1.0,451089.01379310346,451089.01379310346,1411.8275862068965,38642.20689655172,411034.97931034485,4.0,17.03448275862069,8.275862068965518,0.029167372604896283,15,"(451089.01, 8.28, 1.0, 38642.21, 411034.98, 3)",False,0.5952736676446818,2
5 * est_spoil + travel_to_c + 5 * est_lateness - 2 * instance['demands'][c],29,1.0,464566.24827586213,464566.24827586213,1573.4137931034484,40161.544827586215,422831.2896551724,6.586206896551724,21.0,8.241379310344827,0.04699281988472774,49,"(464566.25, 8.24, 1.0, 40161.54, 422831.29, 9)",True,0.6840664110951334,2
5 * est_spoil + travel_to_c + 5 * est_lateness,29,1.0,467110.6551724138,467110.6551724138,1435.103448275862,34284.22068965517,431391.33103448275,3.206896551724138,15.931034482758621,8.275862068965518,0.03415424248267864,26,"(467110.66, 8.28, 1.0, 34284.22, 431391.33, 5)",True,0.624745464752253,2
est_spoil + travel_to_c + est_lateness - 2 * instance['demands'][c],29,1.0,485311.5931034481,485311.5931034481,1512.551724137931,46795.75172413793,437003.2896551723,6.827586206896552,21.551724137931036,8.241379310344827,0.04254099418377054,39,"(485311.59, 8.24, 1.0, 46795.75, 437003.29, 7)",True,0.6838687570446115,2
0.5 * est_spoil + travel_to_c - instance['demands'][c],29,1.0,500281.8206896551,500281.8206896551,1428.2758620689656,53758.17931034483,445095.36551724124,6.896551724137931,19.517241379310345,8.241379310344827,0.04010856562647326,33,"(500281.82, 8.24, 1.0, 53758.18, 445095.37, 6)",True,0.6719579772535109,2
travel_to_c - 2 * instance['demands'][c],29,1.0,542391.0068965518,542391.0068965518,1455.1724137931035,57894.151724137955,483041.68275862077,8.03448275862069,26.137931034482758,8.172413793103448,0.03927387040236901,27,"(542391.01, 8.17, 1.0, 57894.15, 483041.68, 5)",True,0.7119560408974633,2
0.5 * instance['demands'][c] + travel_to_c,29,1.0,543267.2896551725,543267.2896551725,1392.9655172413793,57376.248275862075,484498.07586206903,4.551724137931035,22.103448275862068,8.344827586206897,0.0389287965051059,27,"(543267.29, 8.34, 1.0, 57376.25, 484498.08, 5)",True,0.7277844669238667,2
travel_to_c + instance['demands'][c],29,1.0,574693.7931034482,574693.7931034482,1461.655172413793,58085.37931034483,515146.7586206897,6.0,24.06896551724138,8.310344827586206,0.03777118386893437,22,"(574693.79, 8.31, 1.0, 58085.38, 515146.76, 4)",True,0.7763384495042919,2
2 * instance['demands'][c] + travel_to_c,29,1.0,637428.2896551724,637428.2896551724,1503.6896551724137,80422.8965517241,555501.7034482758,8.724137931034482,28.482758620689655,8.448275862068966,0.04211189006936961,27,"(637428.29, 8.45, 1.0, 80422.9, 555501.7, 5)",True,0.9118004118129862,2
5 * est_spoil + travel_to_c + 0.5 * est_lateness + 2 * instance['demands'][c],29,1.0,678443.2206896553,678443.2206896553,1555.6896551724137,85088.35862068961,591799.1724137932,8.793103448275861,27.103448275862068,8.379310344827585,0.050485594519253434,49,"(678443.22, 8.38, 1.0, 85088.36, 591799.17, 9)",True,0.9786707302056393,2
5 * est_lateness + travel_to_c - instance['demands'][c],29,1.0,390556.8275862071,390556.8275862071,1367.5862068965516,28279.255172413796,360909.9862068967,4.758620689655173,22.344827586206897,8.172413793103448,0.03998845199058796,33,"(390556.83, 8.17, 1.0, 28279.26, 360909.99, 6)",False,0.45432907681510604,3
20 * est_spoil + travel_to_c - instance['demands'][c],29,1.0,401481.39310344827,401481.39310344827,1474.3103448275863,32444.662068965525,367562.42068965524,7.482758620689655,18.379310344827587,8.275862068965518,0.03908662960447114,33,"(401481.39, 8.28, 1.0, 32444.66, 367562.42, 6)",False,0.5301636973036659,3
5 * est_lateness + travel_to_c,29,1.0,405090.82758620684,405090.82758620684,1310.8620689655172,12840.965517241379,390938.99999999994,1.0689655172413792,17.620689655172413,8.241379310344827,0.028638239564566778,15,"(405090.83, 8.24, 1.0, 12840.97, 390939.0, 3)",True,0.4382860430629353,3
10 * est_lateness + (est_spoil + travel_to_c) - 2 * instance['demands'][c],29,1.0,408773.2482758619,408773.2482758619,1524.9310344827586,29400.937931034478,377847.3793103447,5.379310344827586,21.689655172413794,8.206896551724139,0.04938066416773303,44,"(408773.25, 8.21, 1.0, 29400.94, 377847.38, 8)",False,0.5517103454841012,3
0.5 * est_spoil + travel_to_c + 2 * est_lateness - 0.5 * instance['demands'][c],29,1.0,412815.8413793103,412815.8413793103,1399.7241379310344,30800.082758620687,380616.0344827586,4.068965517241379,17.137931034482758,8.206896551724139,0.04770245223209776,49,"(412815.84, 8.21, 1.0, 30800.08, 380616.03, 9)",True,0.5181581374575776,3
20 * est_spoil + travel_to_c + 5 * est_lateness - 0.5 * instance['demands'][c],29,1.0,413137.64137931034,413137.64137931034,1505.8275862068965,34006.48275862069,377625.33103448275,4.620689655172414,17.344827586206897,8.310344827586206,0.04663165684404044,49,"(413137.64, 8.31, 1.0, 34006.48, 377625.33, 9)",True,0.5789047927362636,3
0.5 * est_spoil + travel_to_c,29,1.0,414661.39310344827,414661.39310344827,1378.0344827586207,35255.2,378028.1586206897,3.896551724137931,17.75862068965517,8.241379310344827,0.02963972913807836,15,"(414661.39, 8.24, 1.0, 35255.2, 378028.16, 3)",False,0.4932201651404409,3
0.5 * est_lateness + (est_spoil + travel_to_c),29,1.0,422659.1724137931,422659.1724137931,1409.6896551724137,32698.01379310345,388551.46896551724,3.6551724137931036,17.75862068965517,8.241379310344827,0.0359590875691381,21,"(422659.17, 8.24, 1.0, 32698.01, 388551.47, 4)",True,0.5182870742328718,3
est_spoil + travel_to_c - 0.5 * instance['demands'][c],29,1.0,427713.57931034476,427713.57931034476,1429.5862068965516,37700.99310344827,388582.99999999994,6.0344827586206895,17.896551724137932,8.206896551724139,0.04032795182589827,33,"(427713.58, 8.21, 1.0, 37700.99, 388583.0, 6)",True,0.5400878844388712,3
2 * est_spoil + travel_to_c,29,1.0,429535.2137931034,429535.2137931034,1418.4137931034484,36408.0,391708.8,3.9310344827586206,17.24137931034483,8.275862068965518,0.028790860340513032,15,"(429535.21, 8.28, 1.0, 36408.0, 391708.8, 3)",True,0.5349301486163609,3
travel_to_c - 0.5 * instance['demands'][c],29,1.0,470107.2482758622,470107.2482758622,1315.6206896551723,44206.48275862069,424585.14482758637,4.413793103448276,20.82758620689655,8.172413793103448,0.03799803503628435,27,"(470107.25, 8.17, 1.0, 44206.48, 424585.14, 5)",True,0.5492748070139318,3
est_spoil + travel_to_c - 2 * instance['demands'][c],29,1.0,494079.99999999994,494079.99999999994,1498.0,53240.33103448278,439341.6689655172,8.827586206896552,22.06896551724138,8.241379310344827,0.03913570272511449,33,"(494080.0, 8.24, 1.0, 53240.33, 439341.67, 6)",True,0.6719307302725513,3
20 * est_spoil + travel_to_c + 2 * est_lateness + instance['demands'][c],29,1.0,527733.8137931034,527733.8137931034,1525.5862068965516,58262.01379310346,467946.21379310347,6.0344827586206895,22.517241379310345,8.413793103448276,0.047414023300697064,44,"(527733.81, 8.41, 1.0, 58262.01, 467946.21, 8)",True,0.7735801019494862,3
travel_to_c - 2 * instance['demands'][c],29,1.0,542391.0068965518,542391.0068965518,1455.1724137931035,57894.151724137955,483041.68275862077,8.03448275862069,26.137931034482758,8.172413793103448,0.03790397479616363,27,"(542391.01, 8.17, 1.0, 57894.15, 483041.68, 5)",True,0.7060646587420504,3
10 * est_spoil + travel_to_c + 10 * est_lateness + instance['demands'][c],29,1.0,588202.3931034482,588202.3931034482,1541.2758620689656,50249.29655172413,536411.8206896551,4.448275862068965,22.551724137931036,8.379310344827585,0.04805481844934924,44,"(588202.39, 8.38, 1.0, 50249.3, 536411.82, 8)",True,0.846234014957578,3
2 * instance['demands'][c] + travel_to_c,29,1.0,637428.2896551724,637428.2896551724,1503.6896551724137,80422.8965517241,555501.7034482758,8.724137931034482,28.482758620689655,8.448275862068966,0.03956452731428475,27,"(637428.29, 8.45, 1.0, 80422.9, 555501.7, 5)",True,0.9213101037682162,3
5 * est_spoil + travel_to_c + 5 * est_lateness + 2 * instance['demands'][c],29,1.0,650019.9586206896,650019.9586206896,1592.0689655172414,68103.66896551722,580324.2206896552,6.241379310344827,25.551724137931036,8.482758620689655,0.048778558599537815,49,"(650019.96, 8.48, 1.0, 68103.67, 580324.22, 9)",True,0.9854171345534106,3
