expression,num_instances,feasible_rate,avg_cost,avg_runtime_sec,avg_num_routes,complexity,behavior_signature,is_novel,mo_score,round_idx
0.4 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + instance['demands'][c] / (1 + remaining),29,1.0,1344.3103448275863,0.05852198600769043,8.241379310344827,74,"(1344.31, 8.24, 1.0, 14)",True,0.7357009345794391,1
0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + 0.05 * instance['demands'][c],29,1.0,1344.3793103448277,0.05329802940631735,8.275862068965518,67,"(1344.38, 8.28, 1.0, 13)",True,0.755500274876306,1
(dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2 + dist_matrix[current][c],29,1.0,1344.655172413793,0.05735662065703293,8.310344827586206,62,"(1344.66, 8.31, 1.0, 12)",True,0.7785211654755352,1
0.1 * instance['demands'][c] + dist_matrix[current][c] + 0.3 * dist_matrix[c][instance['depot']],29,1.0,1349.0344827586207,0.054080099895082674,8.206896551724139,67,"(1349.03, 8.21, 1.0, 13)",True,0.7018086860912595,1
0.5 * dist_matrix[current][c] + dist_matrix[c][instance['depot']],29,1.0,1420.0,0.04236115258315514,8.172413793103448,46,"(1420.0, 8.17, 1.0, 9)",True,0.7370945574491479,1
dist_matrix[current][c] - 1.5 * instance['demands'][c],29,1.0,1422.448275862069,0.038974786626881565,8.172413793103448,40,"(1422.45, 8.17, 1.0, 8)",True,0.7315887850467291,1
dist_matrix[c][instance['depot']] + dist_matrix[current][c] - instance['demands'][c],29,1.0,1430.3103448275863,0.0491442269292371,8.172413793103448,57,"(1430.31, 8.17, 1.0, 11)",True,0.7672429906542058,1
0.2 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + instance['demands'][c],29,1.0,1472.9310344827586,0.05284121940875876,8.344827586206897,62,"(1472.93, 8.34, 1.0, 12)",True,0.9823529411764707,1
0.1 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - instance['demands'][c] / (1 + remaining),29,1.0,1292.1724137931035,0.060370108176921976,8.172413793103448,74,"(1292.17, 8.17, 1.0, 14)",True,0.5705882352941177,2
0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - instance['demands'][c] / (1 + remaining),29,1.0,1296.6896551724137,0.06103265696558459,8.172413793103448,74,"(1296.69, 8.17, 1.0, 14)",True,0.5924507186051987,2
0.1 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.2 * instance['demands'][c],29,1.0,1297.6896551724137,0.05337106770482557,8.241379310344827,67,"(1297.69, 8.24, 1.0, 13)",True,0.6767022696929226,2
0.15 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + 0.5 * instance['demands'][c] / (1 + remaining),29,1.0,1302.8620689655172,0.06405384787197771,8.241379310344827,79,"(1302.86, 8.24, 1.0, 15)",True,0.7370297651770977,2
0.35 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.25 * instance['demands'][c],29,1.0,1308.9310344827586,0.054916801123783505,8.241379310344827,67,"(1308.93, 8.24, 1.0, 13)",True,0.7311081441922553,2
0.2 * dist_matrix[c][instance['depot']] + (dist_matrix[current][c] - 0.4 * instance['demands'][c]),29,1.0,1309.448275862069,0.06087547335131415,8.172413793103448,67,"(1309.45, 8.17, 1.0, 13)",True,0.6336114819759684,2
0.2 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + instance['demands'][c] / (0.5 * remaining + 1),29,1.0,1318.9310344827586,0.062178915944592704,8.275862068965518,79,"(1318.93, 8.28, 1.0, 15)",True,0.8648001256577398,2
0.1 * dist_matrix[c][instance['depot']] + (dist_matrix[current][c] - 0.3 * instance['demands'][c]),29,1.0,1319.9655172413793,0.06000884648027091,8.241379310344827,67,"(1319.97, 8.24, 1.0, 13)",True,0.7845126835781033,2
0.4 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - instance['demands'][c] / (1 + remaining),29,1.0,1321.8275862068965,0.06006063263991784,8.241379310344827,74,"(1321.83, 8.24, 1.0, 14)",True,0.8141129348935826,2
0.2 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + instance['demands'][c] / (0.5 + remaining),29,1.0,1323.2758620689656,0.061102661593207,8.275862068965518,74,"(1323.28, 8.28, 1.0, 14)",True,0.8711222806879766,2
0.3 * dist_matrix[c][instance['depot']] + (dist_matrix[current][c] - 0.5 * instance['demands'][c]),29,1.0,1325.0344827586207,0.05879273907891635,8.172413793103448,67,"(1325.03, 8.17, 1.0, 13)",True,0.7090453938584781,2
0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + 0.5 * instance['demands'][c] / (1 + remaining),29,1.0,1325.1379310344828,0.06310915946960449,8.172413793103448,79,"(1325.14, 8.17, 1.0, 15)",True,0.7448401790622793,2
0.3 * dist_matrix[c][instance['depot']] + 0.7 * dist_matrix[current][c] - 0.5 * instance['demands'][c] / (1 + remaining),29,1.0,1333.7586206896551,0.06591893886697703,8.172413793103448,84,"(1333.76, 8.17, 1.0, 16)",True,0.8012683578104138,2
0.4 * dist_matrix[c][instance['depot']] + 0.6 * dist_matrix[current][c] + instance['demands'][c] / (1 + remaining),29,1.0,1343.8275862068965,0.06392330136792414,8.172413793103448,79,"(1343.83, 8.17, 1.0, 15)",True,0.8352941176470589,2
0.28 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - instance['demands'][c] / (0.25 * remaining + 1),29,1.0,1286.4137931034484,0.06403824378704202,8.172413793103448,79,"(1286.41, 8.17, 1.0, 15)",True,0.5875,3
0.2 * dist_matrix[c][instance['depot']] + 1.1 * dist_matrix[current][c] - 0.2 * instance['demands'][c],29,1.0,1287.551724137931,0.06036688541543895,8.172413793103448,72,"(1287.55, 8.17, 1.0, 14)",True,0.5709960937499992,3
0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.15 * instance['demands'][c],29,1.0,1287.7931034482758,0.055422873332582674,8.172413793103448,67,"(1287.79, 8.17, 1.0, 13)",True,0.556510416666666,3
0.25 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - instance['demands'][c] / (0.5 * remaining + 1),29,1.0,1288.8620689655172,0.06308570401421909,8.172413793103448,79,"(1288.86, 8.17, 1.0, 15)",True,0.5990559895833327,3
0.1 * dist_matrix[c][instance['depot']] + 0.9 * dist_matrix[current][c] - instance['demands'][c] / (1 + remaining),29,1.0,1290.3793103448277,0.06368007331058897,8.172413793103448,79,"(1290.38, 8.17, 1.0, 15)",True,0.6062174479166667,3
0.2 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - instance['demands'][c] / (1 + remaining),29,1.0,1291.448275862069,0.06064983894085062,8.241379310344827,74,"(1291.45, 8.24, 1.0, 14)",True,0.7456380208333334,3
(0.2 / (1 + remaining) + 0.1) * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.2 * instance['demands'][c],29,1.0,1297.7241379310344,0.06926070410629799,8.172413793103448,83,"(1297.72, 8.17, 1.0, 16)",True,0.653385416666666,3
0.15 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.3 * instance['demands'][c] / (1 + remaining),29,1.0,1299.3793103448277,0.06568067649315143,8.172413793103448,79,"(1299.38, 8.17, 1.0, 15)",True,0.6486979166666667,3
0.15 * dist_matrix[c][instance['depot']] + 1.05 * dist_matrix[current][c] - 0.25 * instance['demands'][c],29,1.0,1308.9310344827586,0.05951240144926926,8.172413793103448,72,"(1308.93, 8.17, 1.0, 14)",True,0.6719075520833329,3
0.2 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] + 0.3 * instance['demands'][c] / (1 + remaining),29,1.0,1317.3103448275863,0.06468689030614393,8.172413793103448,79,"(1317.31, 8.17, 1.0, 15)",True,0.7333333333333333,3
0.25 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.2 * instance['demands'][c],29,1.0,1320.0,0.05501131353707149,8.172413793103448,67,"(1320.0, 8.17, 1.0, 13)",True,0.708528645833333,3
0.2 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.25 * instance['demands'][c],29,1.0,1326.5172413793102,0.05429173338002172,8.172413793103448,67,"(1326.52, 8.17, 1.0, 13)",True,0.7392903645833324,3
0.3 * dist_matrix[c][instance['depot']] + 0.8 * dist_matrix[current][c] - 0.25 * instance['demands'][c],29,1.0,1332.0689655172414,0.058432537933875775,8.172413793103448,72,"(1332.07, 8.17, 1.0, 14)",True,0.7811197916666663,3
0.35 * dist_matrix[c][instance['depot']] + 0.9 * dist_matrix[current][c] - 0.2 * instance['demands'][c],29,1.0,1339.3793103448277,0.06021997846406082,8.172413793103448,72,"(1339.38, 8.17, 1.0, 14)",True,0.815625,3
