expression,num_instances,feasible_rate,avg_objective,avg_cost,avg_distance,avg_late_penalty,avg_spoil_penalty,avg_late_customers,avg_spoil_customers,avg_num_routes,avg_runtime_sec,complexity,behavior_signature,is_novel,mo_score,round_idx
15 * est_spoil + travel_to_c - 0.6 * instance['demands'][c] + 0.03 * remaining,29,1.0,406454.3103448276,406454.3103448276,1472.7931034482758,33957.43448275862,371024.0827586206,6.344827586206897,17.75862068965517,8.275862068965518,0.0482736455983129,49,"(406454.31, 8.28, 1.0, 33957.43, 371024.08, 9)",True,0.7379151018043049,2
6 * est_spoil + travel_to_c - 0.2 * instance['demands'][c] + 0.05 * remaining,29,1.0,407425.3931034482,407425.3931034482,1448.4137931034484,34149.07586206896,371827.9034482758,5.655172413793103,18.379310344827587,8.241379310344827,0.05082160851051067,49,"(407425.39, 8.24, 1.0, 34149.08, 371827.9, 9)",True,0.7162961045809618,2
0.9 * travel_to_c + 4 * est_spoil - 0.1 * instance['demands'][c] + 0.02 * remaining,29,1.0,413790.26206896553,413790.26206896553,1438.2413793103449,34455.1724137931,377896.84827586205,5.379310344827586,17.586206896551722,8.241379310344827,0.051722395009007945,54,"(413790.26, 8.24, 1.0, 34455.17, 377896.85, 10)",True,0.735547984720331,2
18 * est_spoil + travel_to_c / (1 + instance['demands'][c]) + 2.5 * est_lateness,29,1.0,416582.248275862,416582.248275862,1523.0689655172414,30995.83448275862,384063.3448275862,5.0344827586206895,18.689655172413794,8.241379310344827,0.05233726830318056,50,"(416582.25, 8.24, 1.0, 30995.83, 384063.34, 10)",True,0.7701972865400548,2
5 * est_spoil + travel_to_c / (1 + instance['demands'][c]) + 1.2 * est_lateness,29,1.0,416834.8965517241,416834.8965517241,1536.448275862069,32610.951724137933,382687.4965517241,5.0344827586206895,18.620689655172413,8.241379310344827,0.05069087291585988,50,"(416834.9, 8.24, 1.0, 32610.95, 382687.5, 10)",True,0.7795023059771795,2
0.5 * travel_to_c + 12 * est_spoil + est_lateness - 0.2 * instance['demands'][c],29,1.0,422186.4551724138,422186.4551724138,1466.6896551724137,39124.35862068965,381595.40689655166,4.793103448275862,17.344827586206897,8.275862068965518,0.04770802629405055,49,"(422186.46, 8.28, 1.0, 39124.36, 381595.41, 9)",True,0.7941609495333029,2
25 * est_spoil + travel_to_c + est_lateness - 0.8 * instance['demands'][c],29,1.0,422504.46896551724,422504.46896551724,1491.6896551724137,40238.2620689655,380774.5172413793,6.172413793103448,18.24137931034483,8.241379310344827,0.050107166684907056,44,"(422504.47, 8.24, 1.0, 40238.26, 380774.52, 8)",True,0.7895010859893623,2
22 * est_spoil + travel_to_c + 0.9 * est_lateness - 0.75 * instance['demands'][c],29,1.0,425645.35862068966,425645.35862068966,1481.7931034482758,40877.29655172413,383286.2689655173,5.655172413793103,17.620689655172413,8.241379310344827,0.04927297296195195,49,"(425645.36, 8.24, 1.0, 40877.3, 383286.27, 9)",True,0.7994331573823186,2
12 * est_spoil + travel_to_c + 1.4 * est_lateness - 0.3 * instance['demands'][c],29,1.0,429517.99999999994,429517.99999999994,1466.0689655172414,42415.99999999999,385635.9310344828,5.068965517241379,17.689655172413794,8.310344827586206,0.04879899682669804,49,"(429518.0, 8.31, 1.0, 42416.0, 385635.93, 9)",True,0.8379407887148088,2
0.7 * est_spoil + travel_to_c + 1.3 * est_lateness - 0.1 * instance['demands'][c],29,1.0,445371.048275862,445371.048275862,1424.655172413793,31082.096551724135,412864.29655172414,3.4827586206896552,17.06896551724138,8.275862068965518,0.04977562509734055,49,"(445371.05, 8.28, 1.0, 31082.1, 412864.3, 9)",True,0.8341641398361134,2
2 * remaining + (travel_to_c - 0.5 * instance['demands'][c]),29,1.0,470107.2482758622,470107.2482758622,1315.6206896551723,44206.48275862069,424585.14482758637,4.413793103448276,20.82758620689655,8.172413793103448,0.04797420830562197,38,"(470107.25, 8.17, 1.0, 44206.48, 424585.14, 7)",True,0.8395502340757552,2
1.4 * travel_to_c + 8.5 * est_spoil + 0.7 * est_lateness - 0.04 * instance['demands'][c],29,1.0,369884.324137931,369884.324137931,1455.8620689655172,27912.165517241378,340516.29655172414,4.482758620689655,17.655172413793103,8.241379310344827,0.051440904880392144,54,"(369884.32, 8.24, 1.0, 27912.17, 340516.3, 10)",True,0.5193075892416293,3
2.5 * travel_to_c + 3 * est_spoil + est_lateness - 0.35 * instance['demands'][c],29,1.0,389052.95172413794,389052.95172413794,1413.3793103448277,32453.600000000002,355185.9724137931,4.655172413793103,18.20689655172414,8.275862068965518,0.04771570501656368,49,"(389052.95, 8.28, 1.0, 32453.6, 355185.97, 9)",True,0.6701320598485708,3
0.9 * travel_to_c + 7 * est_spoil + 0.4 * est_lateness - 0.06 * instance['demands'][c],29,1.0,397546.34482758614,397546.34482758614,1432.9310344827586,26053.13103448276,370060.2827586207,4.206896551724138,17.586206896551722,8.275862068965518,0.05132806712183459,54,"(397546.34, 8.28, 1.0, 26053.13, 370060.28, 10)",True,0.7433967710940365,3
10 * est_spoil + travel_to_c - 0.3 * instance['demands'][c] + 0.12 * remaining,29,1.0,403546.71034482756,403546.71034482756,1443.3103448275863,33949.65517241379,368153.74482758617,5.896551724137931,17.862068965517242,8.275862068965518,0.04791520381795949,49,"(403546.71, 8.28, 1.0, 33949.66, 368153.74, 9)",True,0.8547270506717669,3
0.95 * travel_to_c + 10.5 * est_spoil - 0.22 * instance['demands'][c],29,1.0,404036.0,404036.0,1455.1724137931035,33445.76551724138,369135.06206896546,5.413793103448276,18.0,8.275862068965518,0.04573425753363248,43,"(404036.0, 8.28, 1.0, 33445.77, 369135.06, 8)",True,0.868063404877061,3
6 * est_spoil + travel_to_c + 0.5 * est_lateness - 0.1 * instance['demands'][c] + 0.05 * remaining,29,1.0,404387.7655172414,404387.7655172414,1433.7586206896551,32901.048275862064,370052.95862068963,5.103448275862069,17.689655172413794,8.241379310344827,0.05471206533497777,60,"(404387.77, 8.24, 1.0, 32901.05, 370052.96, 12)",True,0.7952259106604687,3
2.2 * travel_to_c + 5 * est_spoil + est_lateness - 0.3 * instance['demands'][c] + 0.05 * remaining,29,1.0,404744.5310344827,404744.5310344827,1431.3103448275863,31234.096551724127,372079.1241379311,5.0,18.551724137931036,8.241379310344827,0.05384686897540915,60,"(404744.53, 8.24, 1.0, 31234.1, 372079.12, 12)",True,0.7823458636363895,3
1.1 * travel_to_c + 9 * est_spoil - 0.2 * instance['demands'][c] + 0.08 * remaining,29,1.0,404813.33103448275,404813.33103448275,1439.7931034482758,33631.88965517242,369741.6482758621,5.517241379310345,18.137931034482758,8.241379310344827,0.05103555218926791,54,"(404813.33, 8.24, 1.0, 33631.89, 369741.65, 10)",True,0.8046909479384462,3
1.6 * travel_to_c + 7.5 * est_spoil - 0.25 * instance['demands'][c] + 0.06 * remaining,29,1.0,405802.87586206896,405802.87586206896,1436.3103448275863,33906.565517241375,370460.0,5.310344827586207,18.20689655172414,8.241379310344827,0.05141171915777799,54,"(405802.88, 8.24, 1.0, 33906.57, 370460.0, 10)",True,0.8075642638130441,3
0.8 * travel_to_c + 4 * est_spoil + 0.9 * est_lateness - 0.1 * instance['demands'][c],29,1.0,413145.15862068965,413145.15862068965,1464.2068965517242,35169.5448275862,376511.4068965517,4.655172413793103,17.93103448275862,8.241379310344827,0.05084324705189672,54,"(413145.16, 8.24, 1.0, 35169.54, 376511.41, 10)",True,0.9294117647058823,3
