expression,num_instances,feasible_rate,avg_cost,avg_runtime_sec,avg_num_routes,complexity,behavior_signature,is_novel,mo_score,round_idx
0.2 * instance['demands'][c] / (1 + remaining) + (0.5 * dist_matrix[c][instance['depot']] + dist_matrix[current][c]),29,1.0,1340.448275862069,0.06462062638381431,8.172413793103448,79,"(1340.45, 8.17, 1.0, 15)",True,0.6252914338494644,2
0.1 * instance['demands'][c] / (1 + remaining) + (0.3 * dist_matrix[c][instance['depot']] + 0.7 * dist_matrix[current][c]),29,1.0,1342.2413793103449,0.0678848069289635,8.172413793103448,84,"(1342.24, 8.17, 1.0, 16)",True,0.6350443811756825,2
0.5 * dist_matrix[c][instance['depot']] + 0.7 * dist_matrix[current][c] - 0.1 * instance['demands'][c],29,1.0,1347.1379310344828,0.05852474015334557,8.172413793103448,72,"(1347.14, 8.17, 1.0, 14)",True,0.6228079657739681,2
(0.8 * dist_matrix[current][c] + dist_matrix[c][instance['depot']]) * 0.7,29,1.0,1361.8620689655172,0.04798517556026064,8.172413793103448,51,"(1361.86, 8.17, 1.0, 10)",True,0.6088678613297605,2
0.6 * dist_matrix[c][instance['depot']] + 0.8 * dist_matrix[current][c] + 0.05 * instance['demands'][c],29,1.0,1369.344827586207,0.05919088988468565,8.172413793103448,72,"(1369.34, 8.17, 1.0, 14)",True,0.649771623452749,2
0.8 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.2 * instance['demands'][c],29,1.0,1369.3793103448277,0.053446292877197266,8.172413793103448,67,"(1369.38, 8.17, 1.0, 13)",True,0.6422377349106542,2
0.6 * dist_matrix[c][instance['depot']] + 0.6 * dist_matrix[current][c] + 0.1 * instance['demands'][c] - 0.05 * remaining,29,1.0,1388.7931034482758,0.0634593388129925,8.275862068965518,83,"(1388.79, 8.28, 1.0, 16)",True,0.8025524251051809,2
(dist_matrix[c][instance['depot']] + dist_matrix[current][c]) * 0.5 + 0.1 * instance['demands'][c],29,1.0,1389.3103448275863,0.061749343214363886,8.206896551724139,67,"(1389.31, 8.21, 1.0, 13)",True,0.7039380363676975,2
(dist_matrix[c][instance['depot']] + dist_matrix[current][c]) * 0.6 + 0.2 * instance['demands'][c],29,1.0,1426.2068965517242,0.05988358629160914,8.310344827586206,67,"(1426.21, 8.31, 1.0, 13)",True,0.8612379023867888,2
0.5 * instance['demands'][c] + 0.9 * dist_matrix[current][c] + 0.2 * dist_matrix[c][instance['depot']],29,1.0,1447.5172413793102,0.05901154978521939,8.275862068965518,72,"(1447.52, 8.28, 1.0, 14)",True,0.8571887227660976,2
(dist_matrix[c][instance['depot']] + dist_matrix[current][c]) * 0.6 * (instance['demands'][c] / (10 + remaining) + 1),29,1.0,1450.1724137931035,0.06970949008547027,8.275862068965518,79,"(1450.17, 8.28, 1.0, 15)",True,0.8710186989641865,2
(0.02 * instance['demands'][c] + 0.5) * dist_matrix[c][instance['depot']] + 0.9 * dist_matrix[current][c],29,1.0,1464.5172413793102,0.06452634416777513,8.275862068965518,72,"(1464.52, 8.28, 1.0, 14)",True,0.8778301563618102,2
(0.05 * instance['demands'][c] + 1) * (dist_matrix[c][instance['depot']] + dist_matrix[current][c]),29,1.0,1519.2758620689656,0.06242368139069656,8.241379310344827,67,"(1519.28, 8.24, 1.0, 13)",True,0.8992424242424243,2
0.28 * dist_matrix[c][instance['depot']] + 0.95 * dist_matrix[current][c],29,1.0,1310.0,0.04523107101177347,8.172413793103448,51,"(1310.0, 8.17, 1.0, 10)",True,0.5565789473684211,3
0.35 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],29,1.0,1311.1379310344828,0.04263819497207116,8.241379310344827,46,"(1311.14, 8.24, 1.0, 9)",True,0.7086568730325292,3
0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c] - 0.2 * instance['demands'][c] / (1 + remaining),29,1.0,1311.4827586206898,0.06281213924802583,8.172413793103448,79,"(1311.48, 8.17, 1.0, 15)",True,0.6047012205224508,3
(dist_matrix[current][c] - 0.3 * instance['demands'][c]) * 1.15 + 0.25 * dist_matrix[c][instance['depot']],29,1.0,1316.0689655172414,0.061668231569487475,8.172413793103448,72,"(1316.07, 8.17, 1.0, 14)",True,0.6303805158226102,3
0.05 * instance['demands'][c] / (1 + remaining) + (0.25 * dist_matrix[c][instance['depot']] + 1.05 * dist_matrix[current][c]),29,1.0,1320.448275862069,0.06754961507073765,8.172413793103448,84,"(1320.45, 8.17, 1.0, 16)",True,0.6794858342077659,3
(dist_matrix[current][c] - 0.4 * instance['demands'][c]) * 1.1 + 0.3 * dist_matrix[c][instance['depot']],29,1.0,1321.9310344827586,0.061823688704392005,8.172413793103448,72,"(1321.93, 8.17, 1.0, 14)",True,0.6749765284144253,3
0.08 * instance['demands'][c] / (1 + remaining) + (0.25 * dist_matrix[c][instance['depot']] + 0.8 * dist_matrix[current][c]),29,1.0,1332.0689655172414,0.06666828846109324,8.172413793103448,84,"(1332.07, 8.17, 1.0, 16)",True,0.7678908709338933,3
0.45 * dist_matrix[c][instance['depot']] + 0.95 * dist_matrix[current][c] - 0.1 * instance['demands'][c] / (1 + remaining),29,1.0,1332.448275862069,0.06408519580446441,8.172413793103448,84,"(1332.45, 8.17, 1.0, 16)",True,0.7707764952780702,3
0.1 * instance['demands'][c] / (1 + remaining) + (0.35 * dist_matrix[c][instance['depot']] + 0.9 * dist_matrix[current][c]),29,1.0,1336.344827586207,0.06702742905452333,8.241379310344827,84,"(1336.34, 8.24, 1.0, 16)",True,0.9504197271773357,3
0.1 * instance['demands'][c] / (1 + remaining) + (0.3 * dist_matrix[c][instance['depot']] + 0.6 * dist_matrix[current][c]),29,1.0,1340.448275862069,0.06688090850566995,8.172413793103448,84,"(1340.45, 8.17, 1.0, 16)",True,0.8316369359916065,3
0.15 * instance['demands'][c] / (1 + remaining) + (0.45 * dist_matrix[c][instance['depot']] + dist_matrix[current][c]),29,1.0,1342.8620689655172,0.06454365006808577,8.172413793103448,79,"(1342.86, 8.17, 1.0, 15)",True,0.843421052631579,3
