expression,num_instances,feasible_rate,avg_objective,avg_cost,avg_distance,avg_late_penalty,avg_spoil_penalty,avg_late_customers,avg_spoil_customers,avg_num_routes,avg_runtime_sec,complexity,behavior_signature,is_novel,mo_score,round_idx
instance['demands'][c] * -0.5 + travel_to_c + 0.3 * remaining,29,1.0,470107.2482758622,470107.2482758622,1315.6206896551723,44206.48275862069,424585.14482758637,4.413793103448276,20.82758620689655,8.172413793103448,0.04490122301825162,41,"(470107.25, 8.17, 1.0, 44206.48, 424585.14, 8)",True,0.6182707198162134,1
0.5 * remaining + 20 * est_spoil + 2 * est_lateness,29,1.0,599841.7034482758,599841.7034482758,1836.7241379310344,67240.22068965517,530764.7586206896,16.551724137931036,42.758620689655174,8.379310344827585,0.037816187431072366,31,"(599841.7, 8.38, 1.0, 67240.22, 530764.76, 6)",True,0.9525699686783631,1
10 * est_spoil + remaining,29,1.0,610018.675862069,610018.675862069,1851.9310344827586,65659.58620689655,542507.1586206896,19.551724137931036,42.51724137931034,8.344827586206897,0.029384777463715653,15,"(610018.68, 8.34, 1.0, 65659.59, 542507.16, 3)",True,0.9462854735082276,1
travel_to_c,29,1.0,355783.5034482759,355783.5034482759,1293.3793103448277,15691.337931034484,338798.7862068966,3.206896551724138,19.0,8.241379310344827,0.023491949870668608,4,"(355783.5, 8.24, 1.0, 15691.34, 338798.79, 0)",False,0.43000000000000005,2
15 * est_spoil + travel_to_c - 0.3 * instance['demands'][c],29,1.0,402205.95862068963,402205.95862068963,1457.551724137931,33626.64827586207,367121.75862068956,5.896551724137931,18.0,8.275862068965518,0.04205978327784045,38,"(402205.96, 8.28, 1.0, 33626.65, 367121.76, 7)",False,0.6651189918333401,2
0.8 * remaining + 6 * est_spoil + travel_to_c - 0.25 * instance['demands'][c],29,1.0,405929.19310344825,405929.19310344825,1437.8620689655172,34001.18620689654,370490.1448275862,5.586206896551724,17.655172413793103,8.275862068965518,0.04777610713037951,49,"(405929.19, 8.28, 1.0, 34001.19, 370490.14, 9)",True,0.6807323963718952,2
5 * est_spoil - 0.2 * instance['demands'][c] + travel_to_c,29,1.0,407195.2551724137,407195.2551724137,1449.8275862068965,34193.43448275862,371551.99310344824,5.586206896551724,18.413793103448278,8.241379310344827,0.04146128687365302,38,"(407195.26, 8.24, 1.0, 34193.43, 371551.99, 7)",False,0.665520273968259,2
18 * est_spoil - 0.4 * instance['demands'][c] + 0.5 * remaining + travel_to_c,29,1.0,408428.7724137931,408428.7724137931,1463.9655172413793,32968.85517241379,373995.95172413794,5.655172413793103,17.137931034482758,8.241379310344827,0.04797692134462554,49,"(408428.77, 8.24, 1.0, 32968.86, 373995.95, 9)",True,0.675357254013337,2
0.5 * est_spoil + 2 * travel_to_c - 0.5 * instance['demands'][c] + est_lateness,29,1.0,413063.86206896557,413063.86206896557,1365.344827586207,28203.47586206897,383495.04137931037,3.8620689655172415,17.17241379310345,8.206896551724139,0.0480603760686414,49,"(413063.86, 8.21, 1.0, 28203.48, 383495.04, 9)",True,0.6516461066942608,2
1.5 * est_lateness + travel_to_c + 0.8 * remaining - 0.3 * instance['demands'][c],29,1.0,413314.2344827584,413314.2344827584,1315.7241379310344,28548.16551724138,383450.344827586,3.1724137931034484,19.103448275862068,8.172413793103448,0.04903867326933762,49,"(413314.23, 8.17, 1.0, 28548.17, 383450.34, 9)",True,0.6308733498791425,2
20 * est_spoil + travel_to_c + 2 * est_lateness - 0.5 * instance['demands'][c],29,1.0,415988.92413793097,415988.92413793097,1489.2413793103449,35207.66896551724,379292.0137931034,4.827586206896552,17.17241379310345,8.310344827586206,0.049028659689015354,49,"(415988.92, 8.31, 1.0, 35207.67, 379292.01, 9)",False,0.7365991322582229,2
1.2 * travel_to_c + est_spoil * -0.2 - 0.05 * instance['demands'][c] + 0.4 * remaining,29,1.0,423056.1103448276,423056.1103448276,1301.3103448275863,27665.213793103452,394089.5862068966,3.5172413793103448,22.93103448275862,8.172413793103448,0.05201726124204438,57,"(423056.11, 8.17, 1.0, 27665.21, 394089.59, 11)",True,0.6618946538557331,2
0.5 * remaining + (travel_to_c - 0.2 * instance['demands'][c]),29,1.0,440317.38620689657,440317.38620689657,1296.5862068965516,35234.28965517241,403786.5103448276,3.6551724137931036,18.551724137931036,8.172413793103448,0.04695418785358298,38,"(440317.39, 8.17, 1.0, 35234.29, 403786.51, 7)",True,0.7179693756893268,2
0.9 * est_spoil + travel_to_c + 1.3 * est_lateness - 0.4 * instance['demands'][c],29,1.0,442988.5655172413,442988.5655172413,1445.4827586206898,34451.9448275862,407091.1379310345,4.448275862068965,17.379310344827587,8.206896551724139,0.04844459171952872,49,"(442988.57, 8.21, 1.0, 34451.94, 407091.14, 9)",True,0.7675973141161301,2
0.7 * est_spoil + 1.2 * travel_to_c - 0.6 * instance['demands'][c],29,1.0,461360.42758620693,461360.42758620693,1396.2413793103449,39961.434482758625,420002.751724138,5.827586206896552,17.96551724137931,8.241379310344827,0.04562656632785139,43,"(461360.43, 8.24, 1.0, 39961.43, 420002.75, 8)",True,0.8392229513451598,2
10 * est_spoil - 0.3 * instance['demands'][c] + 0.9 * remaining,29,1.0,471052.66206896555,471052.66206896555,1979.4827586206898,44471.06206896552,424602.11724137934,18.93103448275862,40.206896551724135,8.241379310344827,0.04599571228027344,43,"(471052.66, 8.24, 1.0, 44471.06, 424602.12, 8)",True,0.9620754716981131,2
travel_to_c,29,1.0,355783.5034482759,355783.5034482759,1293.3793103448277,15691.337931034484,338798.7862068966,3.206896551724138,19.0,8.241379310344827,0.023075235301050646,4,"(355783.5, 8.24, 1.0, 15691.34, 338798.79, 0)",False,0.43999999999999967,3
1.8 * travel_to_c + 2.2 * est_spoil - 0.2 * instance['demands'][c] + 0.1 * remaining,29,1.0,378526.1931034483,378526.1931034483,1435.5862068965516,30264.44137931034,346826.1655172414,5.379310344827586,19.03448275862069,8.275862068965518,0.051818995640195646,54,"(378526.19, 8.28, 1.0, 30264.44, 346826.17, 10)",True,0.7375883709061042,3
2.5 * est_spoil - 0.15 * instance['demands'][c] + 0.7 * remaining + travel_to_c,29,1.0,381735.9793103448,381735.9793103448,1416.7931034482758,29208.082758620687,351111.1034482759,5.517241379310345,18.20689655172414,8.241379310344827,0.049619460928029026,49,"(381735.98, 8.24, 1.0, 29208.08, 351111.1, 9)",True,0.7176946219494946,3
1.2 * travel_to_c + 4 * est_spoil - 0.3 * instance['demands'][c],29,1.0,384179.2620689656,384179.2620689656,1438.9310344827586,27345.43448275862,355394.8965517241,5.758620689655173,17.344827586206897,8.275862068965518,0.046203457075974036,43,"(384179.26, 8.28, 1.0, 27345.43, 355394.9, 8)",True,0.7546562275792591,3
0.3 * est_lateness + 1.5 * travel_to_c - 0.25 * instance['demands'][c],29,1.0,385795.62068965525,385795.62068965525,1299.4137931034484,23540.08275862069,360956.12413793115,3.6206896551724137,18.689655172413794,8.172413793103448,0.04665200463656721,43,"(385795.62, 8.17, 1.0, 23540.08, 360956.12, 8)",True,0.6106174437025211,3
0.7 * travel_to_c + 5 * est_spoil - 0.3 * instance['demands'][c],29,1.0,400488.46206896554,400488.46206896554,1457.8620689655172,28611.50344827586,370419.0965517242,5.896551724137931,17.17241379310345,8.275862068965518,0.04520288007012729,43,"(400488.46, 8.28, 1.0, 28611.5, 370419.1, 8)",True,0.8567526336335985,3
6 * est_spoil + travel_to_c - 0.3 * instance['demands'][c] - 0.4 * remaining,29,1.0,401097.31724137935,401097.31724137935,1435.2068965517242,29881.572413793107,369780.53793103446,6.137931034482759,17.689655172413794,8.275862068965518,0.04825763866819184,49,"(401097.32, 8.28, 1.0, 29881.57, 369780.54, 9)",True,0.8540937117043689,3
0.9 * travel_to_c + 8 * est_spoil - 0.2 * instance['demands'][c] + 0.5 * remaining,29,1.0,403976.33793103445,403976.33793103445,1457.8275862068965,33470.01379310345,369048.4965517241,5.413793103448276,18.03448275862069,8.241379310344827,0.05131894966651653,54,"(403976.34, 8.24, 1.0, 33470.01, 369048.5, 10)",True,0.876245321498231,3
0.8 * remaining + 7 * est_spoil + travel_to_c - 0.2 * instance['demands'][c],29,1.0,407615.8758620689,407615.8758620689,1455.3793103448277,34136.11034482758,372024.3862068965,5.689655172413793,18.413793103448278,8.241379310344827,0.04772126263585584,49,"(407615.88, 8.24, 1.0, 34136.11, 372024.39, 9)",True,0.8932530824290353,3
10 * est_spoil - 0.4 * instance['demands'][c] + 0.6 * remaining + travel_to_c,29,1.0,408561.32413793105,408561.32413793105,1464.0689655172414,33011.2,374086.05517241376,5.655172413793103,17.137931034482758,8.241379310344827,0.04824519979542699,49,"(408561.32, 8.24, 1.0, 33011.2, 374086.06, 9)",True,0.9000971953026606,3
2 * travel_to_c + est_lateness - 0.1 * instance['demands'][c],29,1.0,419115.50344827585,419115.50344827585,1296.8275862068965,22148.910344827582,395669.7655172414,2.310344827586207,18.379310344827587,8.172413793103448,0.04249321181198646,38,"(419115.5, 8.17, 1.0, 22148.91, 395669.77, 7)",True,0.7804284518111902,3
